GAN_Score_-4.5586_Thickness_0.1215_Cl_0.6208_Cd_0.01314_Cm_-0.0721
1.000000 0.000000
0.974613 0.004558
0.949279 0.009020
0.924003 0.013385
0.898788 0.017654
0.873637 0.021825
0.848555 0.025899
0.823545 0.029875
0.798610 0.033753
0.773755 0.037532
0.748984 0.041212
0.724301 0.044792
0.699710 0.048272
0.675215 0.051651
0.650820 0.054927
0.626529 0.058100
0.602346 0.061167
0.578274 0.064126
0.554317 0.066974
0.530477 0.069706
0.506756 0.072317
0.483155 0.074801
0.459674 0.077149
0.436312 0.079351
0.413066 0.081392
0.389932 0.083258
0.366905 0.084927
0.343980 0.086375
0.321152 0.087572
0.298417 0.088485
0.275775 0.089071
0.253233 0.089284
0.230808 0.089070
0.208533 0.088371
0.186462 0.087127
0.164679 0.085277
0.143301 0.082763
0.122486 0.079542
0.102436 0.075586
0.083390 0.070896
0.065619 0.065508
0.049408 0.059501
0.035028 0.052997
0.022708 0.046159
0.012603 0.039186
0.004766 0.032301
-0.000872 0.025740
-0.004506 0.019754
-0.006458 0.014653
-0.007163 0.011205
-0.007353 0.007897
-0.006747 0.003181
-0.004726 -0.002091
-0.000897 -0.007551
0.004997 -0.012914
0.013076 -0.017938
0.023334 -0.022418
0.035652 -0.026198
0.049820 -0.029176
0.065570 -0.031305
0.082612 -0.032593
0.100664 -0.033090
0.119473 -0.032880
0.138832 -0.032064
0.158586 -0.030753
0.178625 -0.029055
0.198886 -0.027071
0.219336 -0.024892
0.239967 -0.022594
0.260792 -0.020243
0.281829 -0.017889
0.303103 -0.015573
0.324639 -0.013329
0.346459 -0.011178
0.368582 -0.009139
0.391021 -0.007224
0.413787 -0.005441
0.436881 -0.003796
0.460303 -0.002292
0.484048 -0.000929
0.508105 0.000292
0.532463 0.001372
0.557106 0.002314
0.582017 0.003120
0.607178 0.003793
0.632568 0.004335
0.658166 0.004750
0.683950 0.005041
0.709899 0.005210
0.735991 0.005263
0.762203 0.005200
0.788512 0.005027
0.814899 0.004745
0.841340 0.004358
0.867815 0.003870
0.894304 0.003282
0.920786 0.002598
0.947242 0.001822
0.973653 0.000955
1.000000 0.000000
