CGAN_Generated_Thickness_0.1411_Score_-0.3022
1.000000 0.000000
0.974661 0.004359
0.948360 0.008778
0.921761 0.012938
0.895599 0.016767
0.870348 0.020364
0.846039 0.023898
0.822294 0.027509
0.798574 0.031259
0.774496 0.035143
0.750032 0.039153
0.725442 0.043313
0.701058 0.047669
0.677093 0.052248
0.653575 0.057028
0.630403 0.061926
0.607422 0.066827
0.584496 0.071597
0.561539 0.076116
0.538524 0.080284
0.515471 0.084034
0.492437 0.087324
0.469494 0.090140
0.446723 0.092487
0.424199 0.094382
0.401985 0.095855
0.380132 0.096936
0.358675 0.097659
0.337630 0.098051
0.316997 0.098136
0.296759 0.097931
0.276882 0.097441
0.257321 0.096661
0.238015 0.095570
0.218896 0.094136
0.199893 0.092306
0.180941 0.090013
0.161989 0.087173
0.143024 0.083691
0.124092 0.079464
0.105323 0.074400
0.086957 0.068434
0.069366 0.061553
0.053037 0.053828
0.038534 0.045435
0.026409 0.036662
0.017082 0.027894
0.010725 0.019589
0.007169 0.012283
0.005876 0.007073
0.005694 0.002135
0.007195 -0.004338
0.011294 -0.011098
0.018390 -0.017565
0.028503 -0.023337
0.041333 -0.028169
0.056363 -0.031968
0.072992 -0.034779
0.090650 -0.036741
0.108881 -0.038041
0.127369 -0.038872
0.145935 -0.039406
0.164508 -0.039777
0.183094 -0.040078
0.201742 -0.040369
0.220523 -0.040676
0.239510 -0.041003
0.258768 -0.041339
0.278349 -0.041660
0.298286 -0.041939
0.318595 -0.042146
0.339279 -0.042253
0.360322 -0.042233
0.381701 -0.042069
0.403384 -0.041746
0.425332 -0.041258
0.447508 -0.040605
0.469873 -0.039795
0.492397 -0.038841
0.515054 -0.037761
0.537826 -0.036575
0.560706 -0.035301
0.583698 -0.033953
0.606812 -0.032533
0.630066 -0.031024
0.653484 -0.029388
0.677094 -0.027560
0.700929 -0.025462
0.725023 -0.023026
0.749400 -0.020245
0.774054 -0.017224
0.798914 -0.014192
0.823850 -0.011414
0.848746 -0.009063
0.873611 -0.007139
0.898625 -0.005518
0.924032 -0.004057
0.949882 -0.002674
0.975681 -0.001336
1.000000 0.000000
