source,sample_index,dataset_index,point_index,surface,x_physical,y_physical,d_score_d_x_normalized,d_score_d_y_normalized,sensitivity_normalized_l2,d_score_d_x_physical,d_score_d_y_physical,sensitivity_physical_l2,critic_score
real,1,30861,0,upper,1.0,0.0024999999441206455,-1.2848526239395142e-05,-0.035573992878198624,0.035573992878198624,-1.2848526239395142e-05,-0.12198121845722198,0.12198121845722198,-0.062336504459381104
real,1,30861,1,upper,0.973800003528595,0.007162999827414751,0.0032173735089600086,-0.005223433952778578,0.006134798750281334,0.0032173735089600086,-0.01791086047887802,0.01819753833115101,-0.062336504459381104
real,1,30861,2,upper,0.9477609992027283,0.011800000444054604,0.00574494618922472,-0.0004867538809776306,0.005765529815107584,0.00574494618922472,-0.0016690515913069248,0.005982486065477133,-0.062336504459381104
real,1,30861,3,upper,0.9218869805335999,0.01642799936234951,-0.0004941173829138279,-0.0012794033391401172,0.0013715046225115657,-0.0004941173829138279,-0.004387001972645521,0.004414740949869156,-0.062336504459381104
real,1,30861,4,upper,0.8961799740791321,0.021037999540567398,-0.006993832532316446,-0.0023393260780721903,0.007374695967882872,-0.006993832532316446,-0.008021417073905468,0.010642219334840775,-0.062336504459381104
real,1,30861,5,upper,0.8706600069999695,0.025724999606609344,-0.008266208693385124,-0.00459622498601675,0.009458091109991074,-0.008266208693385124,-0.01576019637286663,0.017796460539102554,-0.062336504459381104
real,1,30861,6,upper,0.8453090190887451,0.030379999428987503,-0.014187662862241268,-0.008715149946510792,0.01665063388645649,-0.014187662862241268,-0.02988375723361969,0.03308064118027687,-0.062336504459381104
real,1,30861,7,upper,0.8201310038566589,0.03500499948859215,-0.013719791546463966,-0.0005930688930675387,0.013732603751122952,-0.013719791546463966,-0.0020335998851805925,0.013869686052203178,-0.062336504459381104
real,1,30861,8,upper,0.7951200008392334,0.03955399990081787,-0.020079948008060455,0.00047354470007121563,0.0200855303555727,-0.020079948008060455,0.001623758114874363,0.020145494490861893,-0.062336504459381104
real,1,30861,9,upper,0.7701950073242188,0.04353199899196625,-0.0217304527759552,-0.0024051943328231573,0.02186315506696701,-0.0217304527759552,-0.008247275836765766,0.023242851719260216,-0.062336504459381104
real,1,30861,10,upper,0.7454509735107422,0.047481000423431396,-0.026937490329146385,-0.0002962276339530945,0.026939120143651962,-0.026937490329146385,-0.0010157478973269463,0.02695663459599018,-0.062336504459381104
real,1,30861,11,upper,0.7208930253982544,0.05140100046992302,-0.028782067820429802,-0.0052469586953520775,0.029256418347358704,-0.028782067820429802,-0.017991526052355766,0.033942632377147675,-0.062336504459381104
real,1,30861,12,upper,0.6965219974517822,0.05528999865055084,-0.03600327670574188,-0.007184482645243406,0.036713115870952606,-0.03600327670574188,-0.024635186418890953,0.04362485930323601,-0.062336504459381104
real,1,30861,13,upper,0.6722760200500488,0.058701999485492706,-0.038214754313230515,-0.006602941080927849,0.03878100588917732,-0.038214754313230515,-0.02264111302793026,0.044418323785066605,-0.062336504459381104
real,1,30861,14,upper,0.6482239961624146,0.062070999294519424,-0.04023192077875137,-0.01053018867969513,0.041587166488170624,-0.04023192077875137,-0.03610742464661598,0.05405879765748978,-0.062336504459381104
real,1,30861,15,upper,0.6243720054626465,0.0654119998216629,-0.053149305284023285,-0.010528153739869595,0.0541820153594017,-0.053149305284023285,-0.03610044717788696,0.06425022333860397,-0.062336504459381104
real,1,30861,16,upper,0.6007230281829834,0.06872399896383286,-0.053740985691547394,-0.0023496036883443594,0.0537923239171505,-0.053740985691547394,-0.008056658320128918,0.05434154346585274,-0.062336504459381104
real,1,30861,17,upper,0.577193021774292,0.07125599682331085,-0.06514092534780502,-0.0061004264280200005,0.06542595475912094,-0.06514092534780502,-0.020918019115924835,0.06841713190078735,-0.062336504459381104
real,1,30861,18,upper,0.5538449883460999,0.07350099831819534,-0.07453099638223648,-0.006420604418963194,0.07480704039335251,-0.07453099638223648,-0.0220158901065588,0.07771465927362442,-0.062336504459381104
real,1,30861,19,upper,0.5307139754295349,0.07572600245475769,-0.0728728249669075,0.0006682309322059155,0.07287588715553284,-0.0728728249669075,0.002291326178237796,0.07290884107351303,-0.062336504459381104
