source,sample_index,dataset_index,point_index,surface,x_physical,y_physical,d_score_d_x_normalized,d_score_d_y_normalized,sensitivity_normalized_l2,d_score_d_x_physical,d_score_d_y_physical,sensitivity_physical_l2,critic_score
real,0,62617,0,upper,1.0,0.005001999903470278,0.001363901887089014,-0.02641335129737854,0.02644854225218296,0.001363901887089014,-0.0905698910355568,0.09058015793561935,-0.05854874849319458
real,0,62617,1,upper,0.9738039970397949,0.010153000243008137,0.0036499621346592903,0.0012081577442586422,0.0038447196129709482,0.0036499621346592903,0.004142704885452986,0.0055212522856891155,-0.05854874849319458
real,0,62617,2,upper,0.9478279948234558,0.015658000484108925,0.007073933724313974,0.0005937889218330383,0.007098811212927103,0.007073933724313974,0.002036068821325898,0.007361121475696564,-0.05854874849319458
real,0,62617,3,upper,0.9220060110092163,0.021090000867843628,0.0006549861282110214,-0.009755909442901611,0.009777871891856194,0.0006549861282110214,-0.033452462404966354,0.03345887362957001,-0.05854874849319458
real,0,62617,4,upper,0.8963620066642761,0.026552999392151833,-0.001652253558859229,-0.008756350725889206,0.008910871110856533,-0.001652253558859229,-0.03002503328025341,0.030070459470152855,-0.05854874849319458
real,0,62617,5,upper,0.8708930015563965,0.0320190005004406,-0.0005851428722962737,-0.005071770865470171,0.0051054139621555805,-0.0005851428722962737,-0.017390815541148186,0.017400657758116722,-0.05854874849319458
real,0,62617,6,upper,0.8455939888954163,0.03745599836111069,-0.005859346129000187,-0.00658861780539155,0.008817131631076336,-0.005859346129000187,-0.022591998800635338,0.02333945967257023,-0.05854874849319458
real,0,62617,7,upper,0.8204619884490967,0.04282600060105324,-0.007858146913349628,0.0011685810750350356,0.007944561541080475,-0.007858146913349628,0.004006998613476753,0.008820800110697746,-0.05854874849319458
real,0,62617,8,upper,0.7954890131950378,0.048089999705553055,-0.010485637933015823,0.0011787668336182833,0.010551686398684978,-0.010485637933015823,0.004041925072669983,0.011237693950533867,-0.05854874849319458
real,0,62617,9,upper,0.7706699967384338,0.05319900065660477,-0.014229817315936089,-0.005440307781100273,0.01523432508111,-0.014229817315936089,-0.018654508516192436,0.02346227690577507,-0.05854874849319458
real,0,62617,10,upper,0.745989978313446,0.05806700140237808,-0.015418080613017082,0.0017809758428484201,0.015520602464675903,-0.015418080613017082,0.006106865592300892,0.016583455726504326,-0.05854874849319458
real,0,62617,11,upper,0.7214369773864746,0.06259500235319138,-0.015242201276123524,0.0005885616410523653,0.015253560617566109,-0.015242201276123524,0.0020181445870548487,0.015375226736068726,-0.05854874849319458
real,0,62617,12,upper,0.6970340013504028,0.06686999648809433,-0.02516058273613453,0.00048131938092410564,0.025165187194943428,-0.02516058273613453,0.0016504169907420874,0.025214655324816704,-0.05854874849319458
real,0,62617,13,upper,0.6727859973907471,0.07089799642562866,-0.029827574267983437,0.0019433400593698025,0.029890814796090126,-0.029827574267983437,0.006663603708148003,0.03056284971535206,-0.05854874849319458
real,0,62617,14,upper,0.6486750245094299,0.07452800124883652,-0.030883267521858215,0.0003083663759753108,0.03088480792939663,-0.030883267521858215,0.0010573709150776267,0.030901363119482994,-0.05854874849319458
real,0,62617,15,upper,0.6247180104255676,0.07780099660158157,-0.047192204743623734,-0.0008944123983383179,0.047200679779052734,-0.047192204743623734,-0.0030668897088617086,0.04729175567626953,-0.05854874849319458
real,0,62617,16,upper,0.6009349822998047,0.08080700039863586,-0.0507642887532711,0.009068712592124939,0.051567960530519485,-0.0507642887532711,0.03109610453248024,0.05953134223818779,-0.05854874849319458
real,0,62617,17,upper,0.577318012714386,0.0834370031952858,-0.057873282581567764,0.0018292146269232035,0.05790218338370323,-0.057873282581567764,0.0062722740694880486,0.05821218341588974,-0.05854874849319458
real,0,62617,18,upper,0.5538769960403442,0.08567000180482864,-0.07091044634580612,0.0029377834871411324,0.07097128033638,-0.07091044634580612,0.010073494166135788,0.07162239402532578,-0.05854874849319458
real,0,62617,19,upper,0.5306339859962463,0.08764799684286118,-0.07097908109426498,0.013266384601593018,0.0722082182765007,-0.07097908109426498,0.045489683747291565,0.0843050479888916,-0.05854874849319458
real,0,62617,20,upper,0.5075830221176147,0.08920200169086456,-0.08167799562215805,0.006188186816871166,0.0819120779633522,-0.08167799562215805,0.02121894434094429,0.08438920974731445,-0.05854874849319458
