source,sample_index,dataset_index,point_index,surface,x_physical,y_physical,d_score_d_x_normalized,d_score_d_y_normalized,sensitivity_normalized_l2,d_score_d_x_physical,d_score_d_y_physical,sensitivity_physical_l2,critic_score
real,4,61307,0,upper,1.0,0.0019460000330582261,0.00010967388516291976,-0.03115646354854107,0.03115665726363659,0.00010967388516291976,-0.10683375597000122,0.106833815574646,-0.122934490442276
real,4,61307,1,upper,0.9744759798049927,0.008209999650716782,0.0021339859813451767,-0.0034609052818268538,0.004065927118062973,0.0021339859813451767,-0.011867249384522438,0.012057590298354626,-0.122934490442276
real,4,61307,2,upper,0.949042022228241,0.013772999867796898,0.006128872279077768,-0.002881143009290099,0.006772301159799099,0.006128872279077768,-0.00987927708774805,0.011625970713794231,-0.122934490442276
real,4,61307,3,upper,0.92364901304245,0.018735000863671303,-0.0005668930243700743,-0.012522361241281033,0.012535186484456062,-0.0005668930243700743,-0.0429384708404541,0.042942214757204056,-0.122934490442276
real,4,61307,4,upper,0.8983439803123474,0.02327599935233593,-0.003259446704760194,-0.011516580358147621,0.011968944221735,-0.003259446704760194,-0.03948970511555672,0.039623990654945374,-0.122934490442276
real,4,61307,5,upper,0.8731470108032227,0.027456000447273254,-0.002243791241198778,-0.007347228936851025,0.007682211231440306,-0.002243791241198778,-0.0251932330429554,0.025292955338954926,-0.122934490442276
real,4,61307,6,upper,0.8480550050735474,0.031213000416755676,-0.007423282600939274,-0.009813752956688404,0.01230507530272007,-0.007423282600939274,-0.033650804311037064,0.034459855407476425,-0.122934490442276
real,4,61307,7,upper,0.823049008846283,0.034324001520872116,-0.007783892098814249,0.0008888439042493701,0.007834476418793201,-0.007783892098814249,0.003047795733436942,0.00835930835455656,-0.122934490442276
real,4,61307,8,upper,0.7981719970703125,0.037032000720500946,-0.011166718788444996,0.006890762597322464,0.013121670112013817,-0.011166718788444996,0.02362803742289543,0.026133881881833076,-0.122934490442276
real,4,61307,9,upper,0.7734190225601196,0.03919000178575516,-0.011460434645414352,0.006487990263849497,0.013169494457542896,-0.011460434645414352,0.02224695309996605,0.02502535656094551,-0.122934490442276
