source,sample_index,dataset_index,point_index,surface,x_physical,y_physical,d_score_d_x_normalized,d_score_d_y_normalized,sensitivity_normalized_l2,d_score_d_x_physical,d_score_d_y_physical,sensitivity_physical_l2,critic_score
real,3,69324,0,upper,1.0,0.0,-0.0006888778880238533,-0.017333056777715683,0.017346741631627083,-0.0006888778880238533,-0.05943407490849495,0.0594380646944046,-0.026263952255249023
real,3,69324,1,upper,0.9737690091133118,0.00837399996817112,0.00442126439884305,0.0015717674978077412,0.004692337475717068,0.00442126439884305,0.0053895022720098495,0.006970962043851614,-0.026263952255249023
real,3,69324,2,upper,0.9472640156745911,0.015243999660015106,-0.014666124247014523,-0.0032563540153205395,0.015023283660411835,-0.014666124247014523,-0.011165854521095753,0.018432890996336937,-0.026263952255249023
real,3,69324,3,upper,0.9208009839057922,0.02157299965620041,-0.005144406575709581,-0.009769666008651257,0.011041345074772835,-0.005144406575709581,-0.03349963575601578,0.03389233723282814,-0.026263952255249023
real,3,69324,4,upper,0.8944810032844543,0.027758000418543816,-0.009240877814590931,-0.008993706665933132,0.012894983403384686,-0.009240877814590931,-0.03083891235291958,0.03219366818666458,-0.026263952255249023
real,3,69324,5,upper,0.868336021900177,0.03392300009727478,-0.011352521367371082,-0.008101535961031914,0.01394684985280037,-0.011352521367371082,-0.027779709547758102,0.030009865760803223,-0.026263952255249023
real,3,69324,6,upper,0.8423659801483154,0.04004700109362602,-0.01644083857536316,-0.007697394583374262,0.018153540790081024,-0.01644083857536316,-0.026393931359052658,0.03109567053616047,-0.026263952255249023
real,3,69324,7,upper,0.8165609836578369,0.0460829995572567,-0.02058333344757557,7.74790532886982e-05,0.02058347873389721,-0.02058333344757557,0.00026567131862975657,0.02058504894375801,-0.026263952255249023
real,3,69324,8,upper,0.7909319996833801,0.05206099897623062,-0.022354967892169952,0.002231575082987547,0.022466076537966728,-0.022354967892169952,0.007651945110410452,0.02362830564379692,-0.026263952255249023
real,3,69324,9,upper,0.7654839754104614,0.05799100175499916,-0.026998573914170265,-0.00383773073554039,0.027269968762993813,-0.026998573914170265,-0.013159362599253654,0.03003484383225441,-0.026263952255249023
real,3,69324,10,upper,0.7402169704437256,0.06385800242424011,-0.032130803912878036,0.0009370798943564296,0.032144464552402496,-0.032130803912878036,0.0032131941989064217,0.032291069626808167,-0.026263952255249023
real,3,69324,11,upper,0.7151349782943726,0.0696680024266243,-0.03782850503921509,0.005431669764220715,0.038216471672058105,-0.03782850503921509,0.018624888733029366,0.042164940387010574,-0.026263952255249023
real,3,69324,12,upper,0.6902430057525635,0.07542099803686142,-0.043929025530815125,0.007727907970547676,0.044603586196899414,-0.043929025530815125,0.02649856172502041,0.05130236968398094,-0.026263952255249023
real,3,69324,13,upper,0.6655369997024536,0.08108600229024887,-0.05175984650850296,0.003650438040494919,0.05188841000199318,-0.05175984650850296,0.012517145834863186,0.05325185880064964,-0.026263952255249023
real,3,69324,14,upper,0.6410250067710876,0.08668100088834763,-0.05407661944627762,-0.004442987963557243,0.05425883084535599,-0.05407661944627762,-0.015234755352139473,0.0561816543340683,-0.026263952255249023
real,3,69324,15,upper,0.6167100071907043,0.09220399707555771,-0.06371396034955978,1.240498386323452e-05,0.06371396034955978,-0.06371396034955978,4.2535990360192955e-05,0.06371397525072098,-0.026263952255249023
real,3,69324,16,upper,0.5925970077514648,0.09765200316905975,-0.06509944796562195,0.008179937489330769,0.0656113550066948,-0.06509944796562195,0.028048545122146606,0.0708848312497139,-0.026263952255249023
real,3,69324,17,upper,0.5686879754066467,0.10301999747753143,-0.07511109113693237,-0.0010880790650844574,0.07511897385120392,-0.07511109113693237,-0.0037309618201106787,0.07520369440317154,-0.026263952255249023
real,3,69324,18,upper,0.5449830293655396,0.1082800030708313,-0.08459664136171341,0.002332586096599698,0.08462879061698914,-0.08459664136171341,0.007998306304216385,0.08497390896081924,-0.026263952255249023
real,3,69324,19,upper,0.5214849710464478,0.11343199759721756,-0.091045081615448,0.009791706688702106,0.09157010912895203,-0.091045081615448,0.033575210720300674,0.09703866392374039,-0.026263952255249023
real,3,69324,20,upper,0.498199999332428,0.11846499890089035,-0.09896953403949738,0.013529252260923386,0.09988998621702194,-0.09896953403949738,0.046391043812036514,0.10930278152227402,-0.026263952255249023
real,3,69324,21,upper,0.4751099944114685,0.12328100204467773,-0.10953626036643982,0.01211795024573803,0.11020452529191971,-0.10953626036643982,0.04155176877975464,0.117152638733387,-0.026263952255249023
real,3,69324,22,upper,0.45220398902893066,0.1277800053358078,-0.11584744602441788,0.0060456423088908195,0.11600509285926819,-0.11584744602441788,0.020730167627334595,0.11768759787082672,-0.026263952255249023
real,3,69324,23,upper,0.4294860064983368,0.13192200660705566,-0.12041766941547394,0.0025977417826652527,0.12044568359851837,-0.12041766941547394,0.008907509967684746,0.1207466721534729,-0.026263952255249023
real,3,69324,24,upper,0.4069199860095978,0.13545100390911102,-0.13340745866298676,0.009399985894560814,0.1337382197380066,-0.13340745866298676,0.03223202005028725,0.13724595308303833,-0.026263952255249023
real,3,69324,25,upper,0.38450101017951965,0.13808199763298035,-0.1418808102607727,0.008526020683348179,0.14213675260543823,-0.1418808102607727,0.029235243797302246,0.14486153423786163,-0.026263952255249023
real,3,69324,26,upper,0.36228299140930176,0.13999700546264648,-0.14861096441745758,-0.002536620944738388,0.14863261580467224,-0.14861096441745758,-0.008697929792106152,0.14886528253555298,-0.026263952255249023
real,3,69324,27,upper,0.3402790129184723,0.14110000431537628,-0.15920434892177582,-0.0024845972657203674,0.159223735332489,-0.15920434892177582,-0.008519544266164303,0.15943214297294617,-0.026263952255249023
real,3,69324,28,upper,0.31853601336479187,0.14100100100040436,-0.16525013744831085,-0.0013512324076145887,0.16525566577911377,-0.16525013744831085,-0.004633299540728331,0.16531507670879364,-0.026263952255249023
real,3,69324,29,upper,0.2971070110797882,0.1402209997177124,-0.17299526929855347,0.005186927039176226,0.17307300865650177,-0.17299526929855347,0.017785679548978806,0.17390714585781097,-0.026263952255249023
real,3,69324,30,upper,0.27601298689842224,0.13877399265766144,-0.181930810213089,0.002007308416068554,0.1819418966770172,-0.181930810213089,0.006882947403937578,0.18206097185611725,-0.026263952255249023
real,3,69324,31,upper,0.25531598925590515,0.1364080011844635,-0.18848150968551636,-0.00276881898753345,0.18850184977054596,-0.18848150968551636,-0.009494123980402946,0.1887204796075821,-0.026263952255249023
real,3,69324,32,upper,0.23505300283432007,0.13329899311065674,-0.19689321517944336,-0.0007567359134554863,0.19689467549324036,-0.19689321517944336,-0.0025948048569262028,0.1969103068113327,-0.026263952255249023
real,3,69324,33,upper,0.21523499488830566,0.12960200011730194,-0.20408765971660614,0.0047432719729840755,0.20414277911186218,-0.20408765971660614,0.0162644125521183,0.20473472774028778,-0.026263952255249023
